created_at,favorite_count,full_text,lang,retweet_count,username,cleaned_text,case_folded,tokens,filtered_tokens
Fri May 09 15:27:51 +0000 2025,2731,Joss malu gak josss.. se twitter tau kelakuan bucin lo beneran dah.. Maluu gue maluuu liatnyaaa https://t.co/Vi6LmHnp69,in,347,lbd_lb,Joss malu gak josss se twitter tau kelakuan bucin lo beneran dah Maluu gue maluuu liatnyaaa,joss malu gak josss se twitter tau kelakuan bucin lo beneran dah maluu gue maluuu liatnyaaa,"['joss', 'malu', 'gak', 'josss', 'se', 'twitter', 'tau', 'kelakuan', 'bucin', 'lo', 'beneran', 'dah', 'maluu', 'gue', 'maluuu', 'liatnyaaa']","['joss', 'malu', 'gak', 'josss', 'twitter', 'tau', 'kelakuan', 'bucin', 'lo', 'beneran', 'dah', 'maluu', 'gue', 'maluuu', 'liatnyaaa']"
Sun May 11 04:24:31 +0000 2025,84,One thing that I paid attention to is how as queer couple MewTul were not holding themselves back in doing usual couple thingy. It's cute to see how they were just casually feeding each other even in public spaces like that MEWTUL ON TOUR #SunnySidedUpEP11 #mewtul https://t.co/Kab6WqxN0e,en,5,wemewemewem,One thing that I paid attention to is how as queer couple MewTul were not holding themselves back in doing usual couple thingy Its cute to see how they were just casually feeding each other even in public spaces like that MEWTUL ON TOUR,one thing that i paid attention to is how as queer couple mewtul were not holding themselves back in doing usual couple thingy its cute to see how they were just casually feeding each other even in public spaces like that mewtul on tour,"['one', 'thing', 'that', 'i', 'paid', 'attention', 'to', 'is', 'how', 'as', 'queer', 'couple', 'mewtul', 'were', 'not', 'holding', 'themselves', 'back', 'in', 'doing', 'usual', 'couple', 'thingy', 'its', 'cute', 'to', 'see', 'how', 'they', 'were', 'just', 'casually', 'feeding', 'each', 'other', 'even', 'in', 'public', 'spaces', 'like', 'that', 'mewtul', 'on', 'tour']","['one', 'thing', 'paid', 'attention', 'queer', 'couple', 'mewtul', 'holding', 'back', 'usual', 'couple', 'thingy', 'cute', 'see', 'casually', 'feeding', 'even', 'public', 'spaces', 'like', 'mewtul', 'tour']"
Sat May 10 13:35:45 +0000 2025,3971,DW: Ada telfon tuh YY: Enaknya makan apa ya kita? DW: Ada telfon YY: Makan di mana kita? DW: Yiyoung ada telfon! Yiyoung kalo bucin jadi budeg wkwk #ResidentPlaybook https://t.co/PGLlhYyHms,in,501,dramacoKR,DW Ada telfon tuh YY Enaknya makan apa ya kita DW Ada telfon YY Makan di mana kita DW Yiyoung ada telfon Yiyoung kalo bucin jadi budeg,dw ada telfon tuh yy enaknya makan apa ya kita dw ada telfon yy makan di mana kita dw yiyoung ada telfon yiyoung kalo bucin jadi budeg,"['dw', 'ada', 'telfon', 'tuh', 'yy', 'enaknya', 'makan', 'apa', 'ya', 'kita', 'dw', 'ada', 'telfon', 'yy', 'makan', 'di', 'mana', 'kita', 'dw', 'yiyoung', 'ada', 'telfon', 'yiyoung', 'kalo', 'bucin', 'jadi', 'budeg']","['dw', 'telfon', 'tuh', 'yy', 'enaknya', 'makan', 'ya', 'dw', 'telfon', 'yy', 'makan', 'dw', 'yiyoung', 'telfon', 'yiyoung', 'kalo', 'bucin', 'budeg']"
Sat May 10 13:50:58 +0000 2025,1904,Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik. Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku. Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong. #ResidentPlaybook #ResidentPlaybookEp9 https://t.co/XvatH8rKrT,in,392,verinagustianti,Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong,beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong,"['beginilah', 'bun', 'kalo', 'suka', 'tuh', 'jangan', 'nyerah', 'sampe', 'dia', 'suka', 'balik', 'kan', 'ku', 'kejar', 'sampai', 'dapet', 'dan', 'kupastikan', 'dia', 'akan', 'lebih', 'bucin', 'dariku', 'tapi', 'yaa', 'inget', 'juga', 'kita', 'hidup', 'di', 'dunia', 'nyata', 'dan', 'muka', 'kita', 'gak', 'kaya', 'yiyong']","['bun', 'kalo', 'suka', 'tuh', 'nyerah', 'sampe', 'suka', 'ku', 'kejar', 'dapet', 'kupastikan', 'bucin', 'dariku', 'yaa', 'inget', 'hidup', 'dunia', 'nyata', 'muka', 'gak', 'kaya', 'yiyong']"
Sat May 10 12:37:57 +0000 2025,603, WARNING SPOILER S2 kalian tim benci endo di awal tim bucin endo dari awal atau tim benci jadi cinta guys? https://t.co/HIVUjQeult,in,28,Bofurin_Fess,WARNING SPOILER S kalian tim benci endo di awal tim bucin endo dari awal atau tim benci jadi cinta guys,warning spoiler s kalian tim benci endo di awal tim bucin endo dari awal atau tim benci jadi cinta guys,"['warning', 'spoiler', 's', 'kalian', 'tim', 'benci', 'endo', 'di', 'awal', 'tim', 'bucin', 'endo', 'dari', 'awal', 'atau', 'tim', 'benci', 'jadi', 'cinta', 'guys']","['warning', 'spoiler', 'tim', 'benci', 'endo', 'tim', 'bucin', 'endo', 'tim', 'benci', 'cinta', 'guys']"
Sun May 11 05:24:16 +0000 2025,85,Semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu! https://t.co/S16MrRRpV1,in,7,cerewony,Semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu,semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu,"['semoga', 'di', 'era', 'ini', 'juga', 'kalian', 'makin', 'nempel', 'makin', 'bahagia', 'sehat', 'terus', 'bucin', 'selalu']","['semoga', 'era', 'nempel', 'bahagia', 'sehat', 'bucin']"
Sun May 11 10:24:02 +0000 2025,2,sini majuan dikit buat gue tampar gue udah siap bgt di serang fans sebelah,in,0,redhorse44,sini majuan dikit buat gue tampar gue udah siap bgt di serang fans sebelah,sini majuan dikit buat gue tampar gue udah siap bgt di serang fans sebelah,"['sini', 'majuan', 'dikit', 'buat', 'gue', 'tampar', 'gue', 'udah', 'siap', 'bgt', 'di', 'serang', 'fans', 'sebelah']","['majuan', 'dikit', 'gue', 'tampar', 'gue', 'udah', 'bgt', 'serang', 'fans', 'sebelah']"
Sun May 11 05:47:50 +0000 2025,111,393. dahlah kelewat bucin nih duo sahabat. https://t.co/MlkXmDws7n,in,5,beyluvjmjk,dahlah kelewat bucin nih duo sahabat,dahlah kelewat bucin nih duo sahabat,"['dahlah', 'kelewat', 'bucin', 'nih', 'duo', 'sahabat']","['dahlah', 'kelewat', 'bucin', 'nih', 'duo', 'sahabat']"
Sun May 11 10:20:41 +0000 2025,4,alay banget lu najis teriak doang di bikin se drama ini,in,0,redhorse44,alay banget lu najis teriak doang di bikin se drama ini,alay banget lu najis teriak doang di bikin se drama ini,"['alay', 'banget', 'lu', 'najis', 'teriak', 'doang', 'di', 'bikin', 'se', 'drama', 'ini']","['alay', 'banget', 'lu', 'najis', 'teriak', 'doang', 'bikin', 'drama']"
Sun May 11 09:07:52 +0000 2025,98,AYO MOQEELLLLLLLL SUARA YG ONLINE MANA NIEHHH?? WAVE OF MOQEELS LOVE #MOQEELonAGZLoveFest2 #MOQEELBringsLove https://t.co/W9VQMl9StI,tl,7,redhorse44,AYO MOQEELLLLLLLL SUARA YG ONLINE MANA NIEHHH WAVE OF MOQEELS LOVE,ayo moqeellllllll suara yg online mana niehhh wave of moqeels love,"['ayo', 'moqeellllllll', 'suara', 'yg', 'online', 'mana', 'niehhh', 'wave', 'of', 'moqeels', 'love']","['ayo', 'moqeellllllll', 'suara', 'yg', 'online', 'niehhh', 'wave', 'moqeels', 'love']"
Fri May 09 17:06:20 +0000 2025,2658,kim bucin mingyu detected https://t.co/5RDZH0TSDJ,hu,522,minwoniryu,kim bucin mingyu detected,kim bucin mingyu detected,"['kim', 'bucin', 'mingyu', 'detected']","['kim', 'bucin', 'mingyu', 'detected']"
Sun May 11 10:00:47 +0000 2025,7,teman-teman terimakasih yang udh support kadek di lf2 aku bangga sm yg di offline sampai teriak moqeel KERAS BGT itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily ,in,2,redhorse44,temanteman terimakasih yang udh support kadek di lf aku bangga sm yg di offline sampai teriak moqeel KERAS BGT itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily,temanteman terimakasih yang udh support kadek di lf aku bangga sm yg di offline sampai teriak moqeel keras bgt itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily,"['temanteman', 'terimakasih', 'yang', 'udh', 'support', 'kadek', 'di', 'lf', 'aku', 'bangga', 'sm', 'yg', 'di', 'offline', 'sampai', 'teriak', 'moqeel', 'keras', 'bgt', 'itu', 'artinya', 'kita', 'blm', 'tenggelam', 'dan', 'masih', 'ada', 'sampai', 'sekarang', 'untuk', 'kadek', 'tim', 'online', 'aku', 'bangga', 'sm', 'kalian', 'yang', 'naik', 'in', 'hastag', 'sampai', 'ribuan', 'demi', 'kadek', 'hehe', 'ily']","['temanteman', 'terimakasih', 'udh', 'support', 'kadek', 'lf', 'bangga', 'sm', 'yg', 'offline', 'teriak', 'moqeel', 'keras', 'bgt', 'blm', 'tenggelam', 'kadek', 'tim', 'online', 'bangga', 'sm', 'hastag', 'ribuan', 'kadek', 'hehe', 'ily']"
Sun May 11 06:33:43 +0000 2025,331,mae ning sama gem sama aja ya kalo udah ditanyain tentang fot langsung sumringah bgt sekeluarga bucin banget sama fot ,in,67,dycuri,mae ning sama gem sama aja ya kalo udah ditanyain tentang fot langsung sumringah bgt sekeluarga bucin banget sama fot,mae ning sama gem sama aja ya kalo udah ditanyain tentang fot langsung sumringah bgt sekeluarga bucin banget sama fot,"['mae', 'ning', 'sama', 'gem', 'sama', 'aja', 'ya', 'kalo', 'udah', 'ditanyain', 'tentang', 'fot', 'langsung', 'sumringah', 'bgt', 'sekeluarga', 'bucin', 'banget', 'sama', 'fot']","['mae', 'ning', 'gem', 'aja', 'ya', 'kalo', 'udah', 'ditanyain', 'fot', 'langsung', 'sumringah', 'bgt', 'sekeluarga', 'bucin', 'banget', 'fot']"
Sun May 11 09:43:30 +0000 2025,77,gue kalo disana juga bakal teriak MOQEEL AMPE AKHIRRRRRR,in,4,redhorse44,gue kalo disana juga bakal teriak MOQEEL AMPE AKHIRRRRRR,gue kalo disana juga bakal teriak moqeel ampe akhirrrrrr,"['gue', 'kalo', 'disana', 'juga', 'bakal', 'teriak', 'moqeel', 'ampe', 'akhirrrrrr']","['gue', 'kalo', 'disana', 'teriak', 'moqeel', 'ampe', 'akhirrrrrr']"
Thu May 08 06:32:48 +0000 2025,8,saran kurang sibuk won t ever work on me because i ll be bucin tolol even when i m busy as fuck bro,en,3,starletzip,saran kurang sibuk won t ever work on me because i ll be bucin tolol even when i m busy as fuck bro,saran kurang sibuk won t ever work on me because i ll be bucin tolol even when i m busy as fuck bro,"['saran', 'kurang', 'sibuk', 'won', 't', 'ever', 'work', 'on', 'me', 'because', 'i', 'll', 'be', 'bucin', 'tolol', 'even', 'when', 'i', 'm', 'busy', 'as', 'fuck', 'bro']","['saran', 'sibuk', 'ever', 'work', 'bucin', 'tolol', 'even', 'busy', 'fuck', 'bro']"
Sun May 04 14:36:31 +0000 2025,100,one heart one love #mewtul https://t.co/UJY45hAJ5s,en,10,wemewemewem,one heart one love,one heart one love,"['one', 'heart', 'one', 'love']","['one', 'heart', 'one', 'love']"
Sat May 10 00:10:48 +0000 2025,17162,Jualan tapi julidin customer tu maksudnya gimana? Rezeki lu tu dari customer lu yang lagi bucin itu. https://t.co/YbhxxjsZ7l,in,1165,Maeliani07,Jualan tapi julidin customer tu maksudnya gimana Rezeki lu tu dari customer lu yang lagi bucin itu,jualan tapi julidin customer tu maksudnya gimana rezeki lu tu dari customer lu yang lagi bucin itu,"['jualan', 'tapi', 'julidin', 'customer', 'tu', 'maksudnya', 'gimana', 'rezeki', 'lu', 'tu', 'dari', 'customer', 'lu', 'yang', 'lagi', 'bucin', 'itu']","['jualan', 'julidin', 'customer', 'tu', 'maksudnya', 'gimana', 'rezeki', 'lu', 'tu', 'customer', 'lu', 'bucin']"
Sat May 10 16:10:08 +0000 2025,8460, kdm ️ resident playbook ️ pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin https://t.co/WDnO3wYHMx,in,977,kdrama_menfess,kdm resident playbook pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin,kdm resident playbook pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin,"['kdm', 'resident', 'playbook', 'pict', 'atas', 'minta', 'pegangan', 'tangan', 'pict', 'bawah', 'minta', 'disuapin', 'ga', 'nyangka', 'seorang', 'gu', 'dowon', 'bisa', 'begini', 'kalo', 'lg', 'bucin']","['kdm', 'resident', 'playbook', 'pict', 'pegangan', 'tangan', 'pict', 'disuapin', 'ga', 'nyangka', 'gu', 'dowon', 'kalo', 'lg', 'bucin']"
Sun May 11 08:17:06 +0000 2025,3,[BOYFRIEND APPLICATION] Name: bro bro Age: 24 Occupation: main sosmed tp dikasih kpi Domicile: yk Zodiac: aries bucin nyebahi Height: 167 (pendek nek g mslh)/60/14cm Hobby: masak Fun fact: pernah dadi di selingkuhi 3 bulan wish me luck https://t.co/qE2aOmFtDF,in,0,haibro33,BOYFRIEND APPLICATION Name bro bro Age Occupation main sosmed tp dikasih kpi Domicile yk Zodiac aries bucin nyebahi Height pendek nek g mslhcm Hobby masak Fun fact pernah dadi di selingkuhi bulan wish me luck,boyfriend application name bro bro age occupation main sosmed tp dikasih kpi domicile yk zodiac aries bucin nyebahi height pendek nek g mslhcm hobby masak fun fact pernah dadi di selingkuhi bulan wish me luck,"['boyfriend', 'application', 'name', 'bro', 'bro', 'age', 'occupation', 'main', 'sosmed', 'tp', 'dikasih', 'kpi', 'domicile', 'yk', 'zodiac', 'aries', 'bucin', 'nyebahi', 'height', 'pendek', 'nek', 'g', 'mslhcm', 'hobby', 'masak', 'fun', 'fact', 'pernah', 'dadi', 'di', 'selingkuhi', 'bulan', 'wish', 'me', 'luck']","['boyfriend', 'application', 'name', 'bro', 'bro', 'age', 'occupation', 'main', 'sosmed', 'tp', 'dikasih', 'kpi', 'domicile', 'yk', 'zodiac', 'aries', 'bucin', 'nyebahi', 'height', 'pendek', 'nek', 'g', 'mslhcm', 'hobby', 'masak', 'fun', 'fact', 'dadi', 'selingkuhi', 'wish', 'luck']"
Sun May 11 03:59:24 +0000 2025,1762, kdm resident playbook Ini tuh dowon yiyoung pegangan tangan anjrit BUCIN BAT LU BERDUAAA dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian https://t.co/4IROhtB4hM,in,168,kdrama_menfess,kdm resident playbook Ini tuh dowon yiyoung pegangan tangan anjrit BUCIN BAT LU BERDUAAA dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian,kdm resident playbook ini tuh dowon yiyoung pegangan tangan anjrit bucin bat lu berduaaa dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian,"['kdm', 'resident', 'playbook', 'ini', 'tuh', 'dowon', 'yiyoung', 'pegangan', 'tangan', 'anjrit', 'bucin', 'bat', 'lu', 'berduaaa', 'dahlah', 'suap', 'suapan', 'sambil', 'pegangan', 'tangan', 'pulak', 'inimah', 'kecintaan', 'penonton', 'kalah', 'sama', 'kebucinan', 'kalian']","['kdm', 'resident', 'playbook', 'tuh', 'dowon', 'yiyoung', 'pegangan', 'tangan', 'anjrit', 'bucin', 'bat', 'lu', 'berduaaa', 'dahlah', 'suap', 'suapan', 'pegangan', 'tangan', 'pulak', 'inimah', 'kecintaan', 'penonton', 'kalah', 'kebucinan']"
Fri May 09 15:27:51 +0000 2025,2715,Joss malu gak josss.. se twitter tau kelakuan bucin lo beneran dah.. Maluu gue maluuu liatnyaaa https://t.co/Vi6LmHnp69,in,346,lbd_lb,Joss malu gak josss se twitter tau kelakuan bucin lo beneran dah Maluu gue maluuu liatnyaaa,joss malu gak josss se twitter tau kelakuan bucin lo beneran dah maluu gue maluuu liatnyaaa,"['joss', 'malu', 'gak', 'josss', 'se', 'twitter', 'tau', 'kelakuan', 'bucin', 'lo', 'beneran', 'dah', 'maluu', 'gue', 'maluuu', 'liatnyaaa']","['joss', 'malu', 'gak', 'josss', 'twitter', 'tau', 'kelakuan', 'bucin', 'lo', 'beneran', 'dah', 'maluu', 'gue', 'maluuu', 'liatnyaaa']"
Fri May 02 08:01:07 +0000 2025,2010,madya lagi soundcheck drum. suaranya bocor BANGET dan menggema kek double double gitu. JELEK https://t.co/QeNkmmRUJ5,in,310,itsmeyeojaa,madya lagi soundcheck drum suaranya bocor BANGET dan menggema kek double double gitu JELEK,madya lagi soundcheck drum suaranya bocor banget dan menggema kek double double gitu jelek,"['madya', 'lagi', 'soundcheck', 'drum', 'suaranya', 'bocor', 'banget', 'dan', 'menggema', 'kek', 'double', 'double', 'gitu', 'jelek']","['madya', 'soundcheck', 'drum', 'suaranya', 'bocor', 'banget', 'menggema', 'kek', 'double', 'double', 'gitu', 'jelek']"
Sun May 11 05:24:16 +0000 2025,66,Semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu! https://t.co/S16MrRRpV1,in,6,cerewony,Semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu,semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu,"['semoga', 'di', 'era', 'ini', 'juga', 'kalian', 'makin', 'nempel', 'makin', 'bahagia', 'sehat', 'terus', 'bucin', 'selalu']","['semoga', 'era', 'nempel', 'bahagia', 'sehat', 'bucin']"
Sat May 10 09:32:07 +0000 2025,282,woi couple stm kalian ga kangen ya motoran berdua? makan rumput date? ga kangen apa? GUE KANGENN LEWATI TANTANGAN MOQEEL 159 #MQ_GotThrough159 #MOQEEL https://t.co/pMUF617K77,in,31,redhorse44,woi couple stm kalian ga kangen ya motoran berdua makan rumput date ga kangen apa GUE KANGENN LEWATI TANTANGAN MOQEEL,woi couple stm kalian ga kangen ya motoran berdua makan rumput date ga kangen apa gue kangenn lewati tantangan moqeel,"['woi', 'couple', 'stm', 'kalian', 'ga', 'kangen', 'ya', 'motoran', 'berdua', 'makan', 'rumput', 'date', 'ga', 'kangen', 'apa', 'gue', 'kangenn', 'lewati', 'tantangan', 'moqeel']","['woi', 'couple', 'stm', 'ga', 'kangen', 'ya', 'motoran', 'berdua', 'makan', 'rumput', 'date', 'ga', 'kangen', 'gue', 'kangenn', 'lewati', 'tantangan', 'moqeel']"
Sat May 10 13:35:45 +0000 2025,3681,DW: Ada telfon tuh YY: Enaknya makan apa ya kita? DW: Ada telfon YY: Makan di mana kita? DW: Yiyoung ada telfon! Yiyoung kalo bucin jadi budeg wkwk #ResidentPlaybook https://t.co/PGLlhYyHms,in,460,dramacoKR,DW Ada telfon tuh YY Enaknya makan apa ya kita DW Ada telfon YY Makan di mana kita DW Yiyoung ada telfon Yiyoung kalo bucin jadi budeg,dw ada telfon tuh yy enaknya makan apa ya kita dw ada telfon yy makan di mana kita dw yiyoung ada telfon yiyoung kalo bucin jadi budeg,"['dw', 'ada', 'telfon', 'tuh', 'yy', 'enaknya', 'makan', 'apa', 'ya', 'kita', 'dw', 'ada', 'telfon', 'yy', 'makan', 'di', 'mana', 'kita', 'dw', 'yiyoung', 'ada', 'telfon', 'yiyoung', 'kalo', 'bucin', 'jadi', 'budeg']","['dw', 'telfon', 'tuh', 'yy', 'enaknya', 'makan', 'ya', 'dw', 'telfon', 'yy', 'makan', 'dw', 'yiyoung', 'telfon', 'yiyoung', 'kalo', 'bucin', 'budeg']"
Tue May 06 15:30:22 +0000 2025,172,️ TW Pelecehan Seksual Sesama Jenis Sekaligus Fitnah‼️️ Halo teman-teman aku Zia biasa di panggil chichi/angger. kalo ada waktu boleh minta tolong retweet dan like nya karena aku butuh keadilan dari apa yang udah aku alami selama ini.,in,177,ZiaBucinMbakSoy,TW Pelecehan Seksual Sesama Jenis Sekaligus Fitnah Halo temanteman aku Zia biasa di panggil chichiangger kalo ada waktu boleh minta tolong retweet dan like nya karena aku butuh keadilan dari apa yang udah aku alami selama ini,tw pelecehan seksual sesama jenis sekaligus fitnah halo temanteman aku zia biasa di panggil chichiangger kalo ada waktu boleh minta tolong retweet dan like nya karena aku butuh keadilan dari apa yang udah aku alami selama ini,"['tw', 'pelecehan', 'seksual', 'sesama', 'jenis', 'sekaligus', 'fitnah', 'halo', 'temanteman', 'aku', 'zia', 'biasa', 'di', 'panggil', 'chichiangger', 'kalo', 'ada', 'waktu', 'boleh', 'minta', 'tolong', 'retweet', 'dan', 'like', 'nya', 'karena', 'aku', 'butuh', 'keadilan', 'dari', 'apa', 'yang', 'udah', 'aku', 'alami', 'selama', 'ini']","['tw', 'pelecehan', 'seksual', 'jenis', 'fitnah', 'halo', 'temanteman', 'zia', 'panggil', 'chichiangger', 'kalo', 'tolong', 'retweet', 'like', 'butuh', 'keadilan', 'udah', 'alami']"
Sun May 11 04:07:47 +0000 2025,62,Baba's tall stature slim waist and ideal proportions #Dilireba #Dilraba #迪丽热巴 #TheTruthS3 #TheTruth3 #开始推理吧3 #开始推理吧 https://t.co/yNpGMKlMx4,en,16,BucinYangDi1188,Babas tall stature slim waist and ideal proportions,babas tall stature slim waist and ideal proportions,"['babas', 'tall', 'stature', 'slim', 'waist', 'and', 'ideal', 'proportions']","['babas', 'tall', 'stature', 'slim', 'waist', 'ideal', 'proportions']"
Mon May 05 14:04:47 +0000 2025,1227,[] #LimbusCompany https://t.co/Wedd35ISWE,und,277,hiu_bucin,,,[],[]
Sun May 11 03:23:27 +0000 2025,137,ANJIRR AKU SPICLES DIA JAWAB GINI panjang panjang salah lagi SORRY MATTTTT https://t.co/uea3vim0Yy,in,5,redhorse44,ANJIRR AKU SPICLES DIA JAWAB GINI panjang panjang salah lagi SORRY MATTTTT,anjirr aku spicles dia jawab gini panjang panjang salah lagi sorry mattttt,"['anjirr', 'aku', 'spicles', 'dia', 'jawab', 'gini', 'panjang', 'panjang', 'salah', 'lagi', 'sorry', 'mattttt']","['anjirr', 'spicles', 'gini', 'salah', 'sorry', 'mattttt']"
Mon May 05 02:00:29 +0000 2025,3,Morning guys! Ps. Jadi tau kenapa Caleb sangat bucin dengan avarith https://t.co/ijk0d8vAVP,in,1,bucinnyacaleb,Morning guys Ps Jadi tau kenapa Caleb sangat bucin dengan avarith,morning guys ps jadi tau kenapa caleb sangat bucin dengan avarith,"['morning', 'guys', 'ps', 'jadi', 'tau', 'kenapa', 'caleb', 'sangat', 'bucin', 'dengan', 'avarith']","['morning', 'guys', 'ps', 'tau', 'caleb', 'bucin', 'avarith']"
Sun May 04 04:32:19 +0000 2025,54,Duta on duty https://t.co/SEgmoSk6xI,in,0,bucin_ui,Duta on duty,duta on duty,"['duta', 'on', 'duty']","['duta', 'duty']"
Fri May 09 17:06:20 +0000 2025,2622,kim bucin mingyu detected https://t.co/5RDZH0TSDJ,hu,516,minwoniryu,kim bucin mingyu detected,kim bucin mingyu detected,"['kim', 'bucin', 'mingyu', 'detected']","['kim', 'bucin', 'mingyu', 'detected']"
Fri May 09 23:41:56 +0000 2025,277,Bucin bgt ngga kuat https://t.co/eJfTfvM0Ss,in,70,vivereluxe,Bucin bgt ngga kuat,bucin bgt ngga kuat,"['bucin', 'bgt', 'ngga', 'kuat']","['bucin', 'bgt', 'ngga', 'kuat']"
Sat May 10 13:50:58 +0000 2025,1877,Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik. Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku. Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong. #ResidentPlaybook #ResidentPlaybookEp9 https://t.co/XvatH8rKrT,in,388,verinagustianti,Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong,beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong,"['beginilah', 'bun', 'kalo', 'suka', 'tuh', 'jangan', 'nyerah', 'sampe', 'dia', 'suka', 'balik', 'kan', 'ku', 'kejar', 'sampai', 'dapet', 'dan', 'kupastikan', 'dia', 'akan', 'lebih', 'bucin', 'dariku', 'tapi', 'yaa', 'inget', 'juga', 'kita', 'hidup', 'di', 'dunia', 'nyata', 'dan', 'muka', 'kita', 'gak', 'kaya', 'yiyong']","['bun', 'kalo', 'suka', 'tuh', 'nyerah', 'sampe', 'suka', 'ku', 'kejar', 'dapet', 'kupastikan', 'bucin', 'dariku', 'yaa', 'inget', 'hidup', 'dunia', 'nyata', 'muka', 'gak', 'kaya', 'yiyong']"
Tue May 06 11:28:00 +0000 2025,5,Udah gak ketolong bro bucin banget gue sama manusia ini https://t.co/tZSz7hAM56,in,0,udelaloha,Udah gak ketolong bro bucin banget gue sama manusia ini,udah gak ketolong bro bucin banget gue sama manusia ini,"['udah', 'gak', 'ketolong', 'bro', 'bucin', 'banget', 'gue', 'sama', 'manusia', 'ini']","['udah', 'gak', 'ketolong', 'bro', 'bucin', 'banget', 'gue', 'manusia']"
Sat May 10 06:38:48 +0000 2025,77,Baru kali ini masuk fandom yg punya gambar official fansnya IMUTT BANGET DIPAKEIN PITA WOIII AAARGGHH GA ENDUD/KURUS PERFECT VERSI KALEM BUCIN DAN SENGGOL BACOK JUGA ADA WKWKKWKW THANK YOU DDUKS https://t.co/ZtcrTsYFaf,in,13,anaknyasonsam,Baru kali ini masuk fandom yg punya gambar official fansnya IMUTT BANGET DIPAKEIN PITA WOIII AAARGGHH GA ENDUDKURUS PERFECT VERSI KALEM BUCIN DAN SENGGOL BACOK JUGA ADA WKWKKWKW THANK YOU DDUKS,baru kali ini masuk fandom yg punya gambar official fansnya imutt banget dipakein pita woiii aaargghh ga endudkurus perfect versi kalem bucin dan senggol bacok juga ada wkwkkwkw thank you dduks,"['baru', 'kali', 'ini', 'masuk', 'fandom', 'yg', 'punya', 'gambar', 'official', 'fansnya', 'imutt', 'banget', 'dipakein', 'pita', 'woiii', 'aaargghh', 'ga', 'endudkurus', 'perfect', 'versi', 'kalem', 'bucin', 'dan', 'senggol', 'bacok', 'juga', 'ada', 'wkwkkwkw', 'thank', 'you', 'dduks']","['kali', 'masuk', 'fandom', 'yg', 'gambar', 'official', 'fansnya', 'imutt', 'banget', 'dipakein', 'pita', 'woiii', 'aaargghh', 'ga', 'endudkurus', 'perfect', 'versi', 'kalem', 'bucin', 'senggol', 'bacok', 'wkwkkwkw', 'thank', 'dduks']"
